county_name,median_household_income,housing_units,state_fips,county_fips
"Houston County, Tennessee",51544,3957,47,083
"Humphreys County, Tennessee",54185,8867,47,085
"Jackson County, Tennessee",42357,5833,47,087
"Jefferson County, Tennessee",60393,24890,47,089
"Johnson County, Tennessee",47571,8741,47,091
"Knox County, Tennessee",68580,212074,47,093
"Lake County, Tennessee",32064,2508,47,095
"Lauderdale County, Tennessee",46702,10707,47,097
"Lawrence County, Tennessee",51038,18660,47,099
"Lewis County, Tennessee",44613,5681,47,101
"Lincoln County, Tennessee",61374,16002,47,103
"Loudon County, Tennessee",75008,24780,47,105
"McMinn County, Tennessee",57982,23933,47,107
"McNairy County, Tennessee",46920,12274,47,109
"Macon County, Tennessee",51215,10693,47,111
"Madison County, Tennessee",55280,43748,47,113
"Marion County, Tennessee",58139,13663,47,115
"Marshall County, Tennessee",65325,14357,47,117
"Maury County, Tennessee",71500,43464,47,119
"Meigs County, Tennessee",59434,6087,47,121
"Monroe County, Tennessee",52123,21383,47,123
"Montgomery County, Tennessee",67890,87220,47,125
"Moore County, Tennessee",69250,2981,47,127
"Morgan County, Tennessee",51971,8546,47,129
"Obion County, Tennessee",50638,14335,47,131
"Overton County, Tennessee",46580,10353,47,133
"Perry County, Tennessee",55978,4808,47,135
"Pickett County, Tennessee",44317,3361,47,137
"Polk County, Tennessee",53775,8681,47,139
"Putnam County, Tennessee",54371,35507,47,141
"Rhea County, Tennessee",55568,15175,47,143
"Roane County, Tennessee",66460,25459,47,145
"Robertson County, Tennessee",74440,28703,47,147
"Rutherford County, Tennessee",78291,131808,47,149
"Scott County, Tennessee",39744,9834,47,151
"Sequatchie County, Tennessee",53038,6915,47,153
"Sevier County, Tennessee",60103,56728,47,155
"Shelby County, Tennessee",59621,401041,47,157
"Smith County, Tennessee",57677,8577,47,159
"Stewart County, Tennessee",57257,6695,47,161
"Sullivan County, Tennessee",54357,75686,47,163
"Sumner County, Tennessee",81883,79481,47,165
"Tipton County, Tennessee",70674,24045,47,167
"Trousdale County, Tennessee",62018,3776,47,169
"Unicoi County, Tennessee",49855,8733,47,171
"Union County, Tennessee",57094,9609,47,173
"Van Buren County, Tennessee",44730,2896,47,175
"Warren County, Tennessee",52948,18164,47,177
"Washington County, Tennessee",58507,60904,47,179
"Wayne County, Tennessee",49360,7184,47,181
"Weakley County, Tennessee",47769,15002,47,183
"White County, Tennessee",48220,12020,47,185
"Williamson County, Tennessee",125943,91828,47,187
"Wilson County, Tennessee",89462,58967,47,189
"Anderson County, Texas",57445,20287,48,001
"Andrews County, Texas",86458,6976,48,003
"Angelina County, Texas",57055,36619,48,005
"Aransas County, Texas",58168,15600,48,007
"Archer County, Texas",69954,3910,48,009
"Armstrong County, Texas",70417,884,48,011
"Atascosa County, Texas",67442,18858,48,013
"Austin County, Texas",73556,13870,48,015
"Bailey County, Texas",69830,2456,48,017
"Bandera County, Texas",70965,11463,48,019
"Bastrop County, Texas",80151,36875,48,021
"Baylor County, Texas",52716,2203,48,023
"Bee County, Texas",50283,10591,48,025
"Bell County, Texas",62858,148787,48,027
"Bexar County, Texas",67275,792583,48,029
"Blanco County, Texas",79717,6061,48,031
"Borden County, Texas",80625,341,48,033
"Bosque County, Texas",63868,9317,48,035
"Bowie County, Texas",56628,39659,48,037
"Brazoria County, Texas",91972,142985,48,039
"Brazos County, Texas",57562,97310,48,041
"Brewster County, Texas",47747,5923,48,043
"Briscoe County, Texas",35446,925,48,045
"Brooks County, Texas",30566,3665,48,047
"Brown County, Texas",53792,18946,48,049
"Burleson County, Texas",71745,9375,48,051
"Burnet County, Texas",71482,23802,48,053
"Caldwell County, Texas",66779,16517,48,055
"Calhoun County, Texas",62267,10696,48,057
"Callahan County, Texas",63906,6508,48,059
"Cameron County, Texas",47435,155572,48,061
"Camp County, Texas",53968,5792,48,063
"Carson County, Texas",83199,2779,48,065
"Cass County, Texas",54303,13944,48,067
"Castro County, Texas",59886,3024,48,069
"Chambers County, Texas",106103,17314,48,071
"Cherokee County, Texas",56971,20909,48,073
"Childress County, Texas",56063,2734,48,075
"Clay County, Texas",75227,5138,48,077
"Cochran County, Texas",41597,1256,48,079
"Coke County, Texas",40230,2156,48,081
"Coleman County, Texas",51034,4927,48,083
"Collin County, Texas",113255,406932,48,085
"Collingsworth County, Texas",52045,1516,48,087
"Colorado County, Texas",63352,10064,48,089
"Comal County, Texas",93744,70899,48,091
"Comanche County, Texas",57383,6957,48,093
"Concho County, Texas",55750,1424,48,095
"Cooke County, Texas",66374,17698,48,097
"Coryell County, Texas",63281,28808,48,099
"Cottle County, Texas",47625,1069,48,101
"Crane County, Texas",71364,1817,48,103
"Crockett County, Texas",64103,1855,48,105
"Crosby County, Texas",50268,2671,48,107
"Culberson County, Texas",35924,942,48,109
"Dallam County, Texas",71969,3040,48,111
"Dallas County, Texas",70732,1040669,48,113
"Dawson County, Texas",45268,4892,48,115
"Deaf Smith County, Texas",51942,6983,48,117
"Delta County, Texas",68491,2435,48,119
"Denton County, Texas",104180,351416,48,121
"DeWitt County, Texas",61100,9180,48,123
"Dickens County, Texas",46638,1082,48,125
"Dimmit County, Texas",27374,4018,48,127
"Donley County, Texas",51711,1954,48,129
"Duval County, Texas",50697,4469,48,131
"Eastland County, Texas",52902,9414,48,133
"Ector County, Texas",70566,66082,48,135
"Edwards County, Texas",40809,1004,48,137
"Ellis County, Texas",93248,69624,48,139
"El Paso County, Texas",55417,317665,48,141
"Erath County, Texas",59654,18311,48,143
"Falls County, Texas",45172,7455,48,145
"Fannin County, Texas",65835,14667,48,147
"Fayette County, Texas",72881,13198,48,149
"Fisher County, Texas",60461,2038,48,151
"Floyd County, Texas",49321,2622,48,153
"Foard County, Texas",41944,661,48,155
"Fort Bend County, Texas",109987,282291,48,157
"Franklin County, Texas",67915,5143,48,159
"Freestone County, Texas",55902,9080,48,161
"Frio County, Texas",56042,6335,48,163
"Gaines County, Texas",73299,7583,48,165
"Galveston County, Texas",83913,156803,48,167
"Garza County, Texas",56215,2242,48,169
"Gillespie County, Texas",70162,14107,48,171
"Glasscock County, Texas",112188,488,48,173
"Goliad County, Texas",58125,3532,48,175
"Gonzales County, Texas",64255,8947,48,177
"Gray County, Texas",54563,10005,48,179
"Grayson County, Texas",66608,58923,48,181
"Gregg County, Texas",63811,53265,48,183
"Grimes County, Texas",63484,12038,48,185
"Guadalupe County, Texas",88111,65166,48,187
"Hale County, Texas",50721,13396,48,189
"Hall County, Texas",43873,1754,48,191
"Hamilton County, Texas",54890,4352,48,193
"Hansford County, Texas",62350,2283,48,195
"Hardeman County, Texas",60455,1819,48,197
"Hardin County, Texas",70164,24308,48,199
"Harris County, Texas",70789,1851489,48,201
"Harrison County, Texas",63427,29305,48,203
"Hartley County, Texas",78065,1866,48,205
"Haskell County, Texas",52786,3101,48,207
"Hays County, Texas",79990,94988,48,209
"Hemphill County, Texas",67798,1679,48,211
"Henderson County, Texas",59778,40933,48,213
"Hidalgo County, Texas",49371,296286,48,215
"Hill County, Texas",60669,16236,48,217
"Hockley County, Texas",53283,9184,48,219
"Hood County, Texas",80013,28396,48,221
"Hopkins County, Texas",63766,15698,48,223
"Houston County, Texas",51043,10840,48,225
"Howard County, Texas",67243,13974,48,227
"Hudspeth County, Texas",35163,1143,48,229
"Hunt County, Texas",66885,41050,48,231
"Hutchinson County, Texas",62211,10190,48,233
"Irion County, Texas",54708,827,48,235
"Jack County, Texas",58861,3816,48,237
"Jackson County, Texas",67176,7003,48,239
"Jasper County, Texas",48818,16417,48,241
"Jeff Davis County, Texas",38125,1810,48,243
"Jefferson County, Texas",57294,108761,48,245
"Jim Hogg County, Texas",42292,2094,48,247
"Jim Wells County, Texas",46626,16186,48,249
"Johnson County, Texas",77058,66715,48,251
"Jones County, Texas",59361,7052,48,253
"Karnes County, Texas",57798,5842,48,255
"Kaufman County, Texas",84075,51145,48,257
"Kendall County, Texas",104196,18342,48,259
"Kenedy County, Texas",45455,93,48,261
"Kent County, Texas",68553,475,48,263
"Kerr County, Texas",66713,25246,48,265
"Kimble County, Texas",62386,2694,48,267
"King County, Texas",59375,144,48,269
"Kinney County, Texas",52386,1473,48,271
"Kleberg County, Texas",52487,13921,48,273
"Knox County, Texas",48750,1815,48,275
"Lamar County, Texas",58246,22688,48,277
"Lamb County, Texas",54519,5899,48,279
"Lampasas County, Texas",73269,9721,48,281
"La Salle County, Texas",62798,2333,48,283
"Lavaca County, Texas",58530,10468,48,285
"Lee County, Texas",66448,7886,48,287
"Leon County, Texas",57363,8987,48,289
"Liberty County, Texas",59605,33616,48,291
"Limestone County, Texas",53102,10420,48,293
"Lipscomb County, Texas",71625,1507,48,295
"Live Oak County, Texas",55949,5957,48,297
"Llano County, Texas",64241,15388,48,299
"Loving County, Texas",-666666666,55,48,301
"Lubbock County, Texas",61911,133802,48,303
"Lynn County, Texas",52996,2535,48,305
"McCulloch County, Texas",53214,4233,48,307
"McLennan County, Texas",59781,106122,48,309
"McMullen County, Texas",60313,369,48,311
"Madison County, Texas",65768,5084,48,313
"Marion County, Texas",48040,5602,48,315
"Martin County, Texas",70217,2173,48,317
"Mason County, Texas",77583,2374,48,319
"Matagorda County, Texas",56412,18674,48,321
"Maverick County, Texas",48497,20063,48,323
"Medina County, Texas",73060,19596,48,325
"Menard County, Texas",40945,1464,48,327
"Midland County, Texas",90123,70203,48,329
"Milam County, Texas",56985,11564,48,331
"Mills County, Texas",59315,2653,48,333
"Mitchell County, Texas",49869,3706,48,335
"Montague County, Texas",63336,10281,48,337
"Montgomery County, Texas",95946,242656,48,339
"Moore County, Texas",59041,8184,48,341
"Morris County, Texas",51532,5815,48,343
"Motley County, Texas",66528,718,48,345
"Nacogdoches County, Texas",51153,28903,48,347
"Navarro County, Texas",56261,21429,48,349
"Newton County, Texas",38871,6457,48,351
"Nolan County, Texas",47437,7118,48,353
"Nueces County, Texas",64027,151836,48,355
"Ochiltree County, Texas",62240,4327,48,357
"Oldham County, Texas",71103,791,48,359
"Orange County, Texas",71910,37422,48,361
"Palo Pinto County, Texas",65242,15138,48,363
"Panola County, Texas",58205,10784,48,365
"Parker County, Texas",95721,57477,48,367
"Parmer County, Texas",65575,3755,48,369
"Pecos County, Texas",59325,5818,48,371
"Polk County, Texas",57315,25087,48,373
"Potter County, Texas",47974,48952,48,375
"Presidio County, Texas",29012,3396,48,377
"Rains County, Texas",60291,5811,48,379
"Randall County, Texas",78038,60525,48,381
"Reagan County, Texas",70319,1325,48,383
"Real County, Texas",46842,1817,48,385
"Red River County, Texas",44583,6195,48,387
"Reeves County, Texas",57487,5064,48,389
"Refugio County, Texas",54304,3311,48,391
"Roberts County, Texas",62667,397,48,393
"Robertson County, Texas",59410,8494,48,395
"Rockwall County, Texas",121303,39281,48,397
"Runnels County, Texas",55424,5008,48,399
"Rusk County, Texas",61661,21188,48,401
"Sabine County, Texas",47061,7634,48,403
"San Augustine County, Texas",45888,4791,48,405
"San Jacinto County, Texas",54839,14041,48,407
"San Patricio County, Texas",63842,29551,48,409
"San Saba County, Texas",54087,2855,48,411
"Schleicher County, Texas",53774,1296,48,413
"Scurry County, Texas",58932,6908,48,415
"Shackelford County, Texas",60924,1583,48,417
"Shelby County, Texas",49231,11500,48,419
"Sherman County, Texas",66169,1115,48,421
"Smith County, Texas",69053,97561,48,423
"Somervell County, Texas",87899,3933,48,425
"Starr County, Texas",35979,22828,48,427
"Stephens County, Texas",44712,4677,48,429
"Sterling County, Texas",63558,521,48,431
"Stonewall County, Texas",66591,706,48,433
"Sutton County, Texas",56778,1641,48,435
"Swisher County, Texas",40290,3042,48,437
"Tarrant County, Texas",78872,812186,48,439
"Taylor County, Texas",61806,60980,48,441
"Terrell County, Texas",52813,659,48,443
"Terry County, Texas",42694,4789,48,445
"Throckmorton County, Texas",55221,924,48,447
"Titus County, Texas",57634,12059,48,449
"Tom Green County, Texas",67215,51487,48,451
"Travis County, Texas",92731,571625,48,453
"Trinity County, Texas",51165,8256,48,455
"Tyler County, Texas",50898,9516,48,457
"Upshur County, Texas",60456,17383,48,459
"Upton County, Texas",55284,1676,48,461
"Uvalde County, Texas",55000,10108,48,463
"Val Verde County, Texas",57250,18551,48,465
"Van Zandt County, Texas",62334,25484,48,467
"Victoria County, Texas",66308,38974,48,469
"Walker County, Texas",47193,28801,48,471
"Waller County, Texas",71643,19537,48,473
"Ward County, Texas",70771,5124,48,475
"Washington County, Texas",70043,17083,48,477
"Webb County, Texas",59984,85296,48,479
"Wharton County, Texas",59712,17416,48,481
"Wheeler County, Texas",58158,2612,48,483
"Wichita County, Texas",58862,55602,48,485
"Wilbarger County, Texas",50769,5861,48,487
"Willacy County, Texas",42839,6820,48,489
"Williamson County, Texas",102851,240082,48,491
"Wilson County, Texas",89708,19017,48,493
"Winkler County, Texas",89155,3210,48,495
"Wise County, Texas",85385,26786,48,497
"Wood County, Texas",61748,22123,48,499
"Yoakum County, Texas",80317,3009,48,501
"Young County, Texas",65565,8554,48,503
"Zapata County, Texas",35061,6183,48,505
"Zavala County, Texas",49243,3956,48,507
"Beaver County, Utah",80268,2904,49,001
"Box Elder County, Utah",72769,19788,49,003
"Cache County, Utah",72719,44260,49,005
"Carbon County, Utah",53734,9623,49,007
"Daggett County, Utah",61250,1147,49,009
"Davis County, Utah",101285,116139,49,011
"Duchesne County, Utah",70821,8873,49,013
"Emery County, Utah",67056,4100,49,015
"Garfield County, Utah",56481,3564,49,017
"Grand County, Utah",59171,5248,49,019
"Iron County, Utah",63005,22028,49,021
"Juab County, Utah",88048,3859,49,023
"Kane County, Utah",70327,6109,49,025
"Millard County, Utah",69403,4942,49,027
"Morgan County, Utah",120854,3750,49,029
"Piute County, Utah",33359,893,49,031
"Rich County, Utah",69250,3091,49,033
"Salt Lake County, Utah",90011,430705,49,035
"San Juan County, Utah",52108,5552,49,037
"Sanpete County, Utah",64356,10320,49,039
"Sevier County, Utah",66972,8596,49,041
"Summit County, Utah",126392,25959,49,043
"Tooele County, Utah",95545,23365,49,045
"Uintah County, Utah",67983,13689,49,047
"Utah County, Utah",91263,195342,49,049
"Wasatch County, Utah",104855,14746,49,051
"Washington County, Utah",71976,75758,49,053
"Wayne County, Utah",64870,1690,49,055
"Weber County, Utah",82291,96614,49,057
"Addison County, Vermont",85870,17455,50,001
"Bennington County, Vermont",68558,20857,50,003
"Caledonia County, Vermont",62964,16037,50,005
"Chittenden County, Vermont",89494,73209,50,007
"Essex County, Vermont",55247,4905,50,009
"Franklin County, Vermont",73633,22714,50,011
"Grand Isle County, Vermont",86639,5264,50,013
"Lamoille County, Vermont",69886,13946,50,015
"Orange County, Vermont",74534,14998,50,017
"Orleans County, Vermont",63981,16499,50,019
"Rutland County, Vermont",62641,33906,50,021
"Washington County, Vermont",77278,30697,50,023
"Windham County, Vermont",65473,29978,50,025
"Windsor County, Vermont",69492,34673,50,027
"Accomack County, Virginia",52694,21769,51,001
"Albemarle County, Virginia",97708,47496,51,003
"Alleghany County, Virginia",52546,7938,51,005
"Amelia County, Virginia",63438,5726,51,007
"Amherst County, Virginia",64454,14244,51,009
"Appomattox County, Virginia",60041,7338,51,011
"Arlington County, Virginia",137387,119247,51,013
"Augusta County, Virginia",76124,32675,51,015
"Bath County, Virginia",55699,3346,51,017
"Bedford County, Virginia",74773,37302,51,019
"Bland County, Virginia",59901,3200,51,021
"Botetourt County, Virginia",77680,14932,51,023
"Brunswick County, Virginia",52678,7940,51,025
"Buchanan County, Virginia",39591,10402,51,027
"Buckingham County, Virginia",59894,7184,51,029
"Campbell County, Virginia",59022,25285,51,031
"Caroline County, Virginia",83562,12511,51,033
"Carroll County, Virginia",49113,16633,51,035
"Charles City County, Virginia",65573,3252,51,036
"Charlotte County, Virginia",51548,5985,51,037
"Chesterfield County, Virginia",95757,139584,51,041
"Clarke County, Virginia",107475,6398,51,043
"Craig County, Virginia",66286,2466,51,045
"Culpeper County, Virginia",92359,19285,51,047
"Cumberland County, Virginia",56497,4658,51,049
"Dickenson County, Virginia",40143,7367,51,051
"Dinwiddie County, Virginia",77225,11837,51,053
"Essex County, Virginia",52335,5768,51,057
"Fairfax County, Virginia",145165,426970,51,059
"Fauquier County, Virginia",122785,28218,51,061
"Floyd County, Virginia",57146,7947,51,063
"Fluvanna County, Virginia",90766,11183,51,065
"Franklin County, Virginia",66275,28305,51,067
"Frederick County, Virginia",92443,35963,51,069
"Giles County, Virginia",61987,8309,51,071
"Gloucester County, Virginia",83750,17064,51,073
"Goochland County, Virginia",105600,10623,51,075
"Grayson County, Virginia",43348,8948,51,077
"Greene County, Virginia",81338,8555,51,079
"Greensville County, Virginia",51823,4013,51,081
"Halifax County, Virginia",49145,17384,51,083
"Hanover County, Virginia",104678,43331,51,085
"Henrico County, Virginia",82424,141349,51,087
"Henry County, Virginia",43694,25475,51,089
"Highland County, Virginia",57070,1814,51,091
"Isle of Wight County, Virginia",91680,16551,51,093
"James City County, Virginia",100711,34104,51,095
"King and Queen County, Virginia",70147,3464,51,097
"King George County, Virginia",103264,10391,51,099
"King William County, Virginia",79398,7470,51,101
"Lancaster County, Virginia",62674,7452,51,103
"Lee County, Virginia",41619,10906,51,105
"Loudoun County, Virginia",170463,142270,51,107
"Louisa County, Virginia",76594,17707,51,109
"Lunenburg County, Virginia",54438,5886,51,111
"Madison County, Virginia",74586,6064,51,113
"Mathews County, Virginia",79054,5478,51,115
"Mecklenburg County, Virginia",51265,19063,51,117
"Middlesex County, Virginia",69389,7127,51,119
"Montgomery County, Virginia",65270,41660,51,121
"Nelson County, Virginia",64028,9919,51,125
"New Kent County, Virginia",113120,9188,51,127
"Northampton County, Virginia",54693,7412,51,131
"Northumberland County, Virginia",64655,8989,51,133
"Nottoway County, Virginia",62366,6658,51,135
"Orange County, Virginia",87309,15700,51,137
"Page County, Virginia",56760,11784,51,139
"Patrick County, Virginia",49180,10007,51,141
"Pittsylvania County, Virginia",52619,29526,51,143
"Powhatan County, Virginia",108089,11619,51,145
"Prince Edward County, Virginia",57304,9153,51,147
"Prince George County, Virginia",80318,13344,51,149
"Prince William County, Virginia",123193,158642,51,153
"Pulaski County, Virginia",59740,17031,51,155
"Rappahannock County, Virginia",98663,3850,51,157
"Richmond County, Virginia",62708,3944,51,159
"Roanoke County, Virginia",80872,42135,51,161
"Rockbridge County, Virginia",61903,11283,51,163
"Rockingham County, Virginia",73232,35692,51,165
"Russell County, Virginia",44088,12814,51,167
"Scott County, Virginia",44535,11793,51,169
"Shenandoah County, Virginia",62149,21195,51,171
"Smyth County, Virginia",45061,15125,51,173
"Southampton County, Virginia",67813,7737,51,175
"Spotsylvania County, Virginia",105068,52516,51,177
"Stafford County, Virginia",128036,52961,51,179
"Surry County, Virginia",68655,3419,51,181
"Sussex County, Virginia",59195,4665,51,183
"Tazewell County, Virginia",46508,19866,51,185
"Warren County, Virginia",79313,16794,51,187
"Washington County, Virginia",59116,25509,51,191
"Westmoreland County, Virginia",56647,11176,51,193
"Wise County, Virginia",47541,16723,51,195
"Wythe County, Virginia",53921,14040,51,197
"York County, Virginia",105154,27905,51,199
"Alexandria city, Virginia",113179,80253,51,510
"Bristol city, Virginia",45250,8671,51,520
"Buena Vista city, Virginia",48783,2941,51,530
"Charlottesville city, Virginia",67177,21425,51,540
"Chesapeake city, Virginia",92703,95076,51,550
"Colonial Heights city, Virginia",72216,8123,51,570
"Covington city, Virginia",45737,3049,51,580
"Danville city, Virginia",41484,22291,51,590
"Emporia city, Virginia",41442,2810,51,595
"Fairfax city, Virginia",128708,9323,51,600
"Falls Church city, Virginia",164536,6127,51,610
"Franklin city, Virginia",57537,3892,51,620
"Fredericksburg city, Virginia",83445,12118,51,630
"Galax city, Virginia",44612,3169,51,640
"Hampton city, Virginia",64430,62372,51,650
"Harrisonburg city, Virginia",56050,18599,51,660
"Hopewell city, Virginia",50661,10415,51,670
"Lexington city, Virginia",93651,2525,51,678
"Lynchburg city, Virginia",56243,33821,51,680
"Manassas city, Virginia",110559,14345,51,683
"Manassas Park city, Virginia",91673,5493,51,685
"Martinsville city, Virginia",39127,7042,51,690
"Newport News city, Virginia",63355,81681,51,700
"Norfolk city, Virginia",60998,101710,51,710
"Norton city, Virginia",36974,1864,51,720
"Petersburg city, Virginia",46930,17941,51,730
"Poquoson city, Virginia",114503,4927,51,735
"Portsmouth city, Virginia",57154,43096,51,740
"Radford city, Virginia",51039,6450,51,750
"Richmond city, Virginia",59606,111524,51,760
"Roanoke city, Virginia",51523,48726,51,770
"Salem city, Virginia",68402,11096,51,775
"Staunton city, Virginia",59731,12293,51,790
"Suffolk city, Virginia",87758,38847,51,800
"Virginia Beach city, Virginia",87544,189951,51,810
"Waynesboro city, Virginia",52519,10288,51,820
"Williamsburg city, Virginia",66815,5732,51,830
"Winchester city, Virginia",62495,12353,51,840
"Adams County, Washington",63105,6774,53,001
"Asotin County, Washington",63724,10109,53,003
"Benton County, Washington",83778,80421,53,005
"Chelan County, Washington",71876,37581,53,007
"Clallam County, Washington",66108,37994,53,009
"Clark County, Washington",90115,196557,53,011
"Columbia County, Washington",68825,2196,53,013
"Cowlitz County, Washington",70912,45540,53,015
"Douglas County, Washington",79422,17438,53,017
"Ferry County, Washington",50424,4100,53,019
"Franklin County, Washington",77877,29806,53,021
"Garfield County, Washington",57958,1202,53,023
"Grant County, Washington",66387,38851,53,025
"Grays Harbor County, Washington",59105,36204,53,027
"Island County, Washington",82850,42098,53,029
"Jefferson County, Washington",64796,19148,53,031
"King County, Washington",116340,972821,53,033
"Kitsap County, Washington",93675,113930,53,035
"Kittitas County, Washington",66800,23918,53,037
"Klickitat County, Washington",66581,10602,53,039
"Lewis County, Washington",67247,35604,53,041
"Lincoln County, Washington",68172,5785,53,043
"Mason County, Washington",74388,33461,53,045
"Okanogan County, Washington",58218,21917,53,047
"Pacific County, Washington",58889,16085,53,049
"Pend Oreille County, Washington",59353,7993,53,051
"Pierce County, Washington",91486,360816,53,053
"San Juan County, Washington",76745,13851,53,055
"Skagit County, Washington",82029,55875,53,057
"Skamania County, Washington",84500,5830,53,059
"Snohomish County, Washington",104083,323438,53,061
"Spokane County, Washington",70394,225044,53,063
"Stevens County, Washington",62381,22312,53,065
"Thurston County, Washington",88895,121682,53,067
"Wahkiakum County, Washington",59167,2200,53,069
"Walla Walla County, Washington",66635,25032,53,071
"Whatcom County, Washington",77581,100394,53,073
"Whitman County, Washington",49345,20974,53,075
"Yakima County, Washington",64910,90660,53,077
"Barbour County, West Virginia",44341,7164,54,001
"Berkeley County, West Virginia",73619,51292,54,003
"Boone County, West Virginia",56182,10205,54,005
"Braxton County, West Virginia",42245,6318,54,007
"Brooke County, West Virginia",51963,10721,54,009
"Cabell County, West Virginia",48944,46101,54,011
"Calhoun County, West Virginia",39031,3225,54,013
"Clay County, West Virginia",41530,3957,54,015
"Doddridge County, West Virginia",56587,3279,54,017
"Fayette County, West Virginia",50090,19227,54,019
"Gilmer County, West Virginia",51552,3112,54,021
"Grant County, West Virginia",52877,5671,54,023
"Greenbrier County, West Virginia",45519,17923,54,025
"Hampshire County, West Virginia",55222,12565,54,027
"Hancock County, West Virginia",57515,14240,54,029
"Hardy County, West Virginia",49205,8175,54,031
"Harrison County, West Virginia",56184,30581,54,033
"Jackson County, West Virginia",55173,12925,54,035
"Jefferson County, West Virginia",93744,23918,54,037
"Kanawha County, West Virginia",55226,90524,54,039
"Lewis County, West Virginia",50552,8203,54,041
"Lincoln County, West Virginia",50985,9583,54,043
"Logan County, West Virginia",42194,14864,54,045
"McDowell County, West Virginia",28235,9450,54,047
"Marion County, West Virginia",59974,26295,54,049
"Marshall County, West Virginia",58129,14787,54,051
"Mason County, West Virginia",53058,12217,54,053
"Mercer County, West Virginia",46409,29375,54,055
"Mineral County, West Virginia",64728,12528,54,057
"Mingo County, West Virginia",38305,11602,54,059
"Monongalia County, West Virginia",60893,49565,54,061
"Monroe County, West Virginia",52392,6299,54,063
"Morgan County, West Virginia",61021,9164,54,065
"Nicholas County, West Virginia",48826,12547,54,067
"Ohio County, West Virginia",55521,21189,54,069
"Pendleton County, West Virginia",52458,3757,54,071
"Pleasants County, West Virginia",59666,3224,54,073
"Pocahontas County, West Virginia",41680,6925,54,075
"Preston County, West Virginia",60136,15175,54,077
"Putnam County, West Virginia",75725,24805,54,079
"Raleigh County, West Virginia",47975,34708,54,081
"Randolph County, West Virginia",51186,13120,54,083
"Ritchie County, West Virginia",48973,4242,54,085
"Roane County, West Virginia",41299,7174,54,087
"Summers County, West Virginia",42991,6598,54,089
"Taylor County, West Virginia",52946,7444,54,091
"Tucker County, West Virginia",54053,4696,54,093
"Tyler County, West Virginia",59167,4177,54,095
"Upshur County, West Virginia",49663,11224,54,097
"Wayne County, West Virginia",52694,18280,54,099
"Webster County, West Virginia",43409,4436,54,101
"Wetzel County, West Virginia",50715,7326,54,103
"Wirt County, West Virginia",52776,2743,54,105
"Wood County, West Virginia",54350,40287,54,107
"Wyoming County, West Virginia",44510,10010,54,109
"Adams County, Wisconsin",55223,16789,55,001
"Ashland County, Wisconsin",57000,9415,55,003
"Barron County, Wisconsin",59379,23846,55,005
"Bayfield County, Wisconsin",67266,13243,55,007
"Brown County, Wisconsin",74066,113199,55,009
"Buffalo County, Wisconsin",64238,6523,55,011
"Burnett County, Wisconsin",60466,15279,55,013
"Calumet County, Wisconsin",84151,21776,55,015
"Chippewa County, Wisconsin",69815,28784,55,017
"Clark County, Wisconsin",63187,14799,55,019
"Columbia County, Wisconsin",79271,26683,55,021
"Crawford County, Wisconsin",60823,8699,55,023
"Dane County, Wisconsin",84297,250416,55,025
"Dodge County, Wisconsin",71747,38150,55,027
"Door County, Wisconsin",68257,23873,55,029
"Douglas County, Wisconsin",64682,22951,55,031
"Dunn County, Wisconsin",69721,18729,55,033
"Eau Claire County, Wisconsin",70127,45241,55,035
"Florence County, Wisconsin",58049,4639,55,037
"Fond du Lac County, Wisconsin",70368,45711,55,039
"Forest County, Wisconsin",55552,8661,55,041
"Grant County, Wisconsin",63497,22148,55,043
"Green County, Wisconsin",76080,16304,55,045
"Green Lake County, Wisconsin",66395,10703,55,047
"Iowa County, Wisconsin",79226,10965,55,049
"Iron County, Wisconsin",55777,5576,55,051
"Jackson County, Wisconsin",64630,9646,55,053
"Jefferson County, Wisconsin",77018,36469,55,055
"Juneau County, Wisconsin",63455,14540,55,057
"Kenosha County, Wisconsin",76583,72447,55,059
"Kewaunee County, Wisconsin",77610,9280,55,061
"La Crosse County, Wisconsin",68731,52777,55,063
"Lafayette County, Wisconsin",69293,7177,55,065
"Langlade County, Wisconsin",55091,12185,55,067
"Lincoln County, Wisconsin",64314,16151,55,069
"Manitowoc County, Wisconsin",66412,37821,55,071
"Marathon County, Wisconsin",73248,59980,55,073
"Marinette County, Wisconsin",60347,29305,55,075
"Marquette County, Wisconsin",59748,9788,55,077
"Menominee County, Wisconsin",62194,2154,55,078
"Milwaukee County, Wisconsin",59319,423764,55,079
"Monroe County, Wisconsin",66451,19804,55,081
"Oconto County, Wisconsin",73611,23835,55,083
"Oneida County, Wisconsin",66111,30614,55,085
"Outagamie County, Wisconsin",78705,79305,55,087
"Ozaukee County, Wisconsin",92258,39120,55,089
"Pepin County, Wisconsin",70833,3581,55,091
"Pierce County, Wisconsin",82996,16872,55,093
"Polk County, Wisconsin",74142,24272,55,095
"Portage County, Wisconsin",71301,31265,55,097
"Price County, Wisconsin",55822,10797,55,099
"Racine County, Wisconsin",72658,84455,55,101
"Richland County, Wisconsin",61985,8507,55,103
"Rock County, Wisconsin",70630,70230,55,105
"Rusk County, Wisconsin",57473,8667,55,107
"St. Croix County, Wisconsin",97950,37640,55,109
"Sauk County, Wisconsin",72930,30907,55,111
"Sawyer County, Wisconsin",57519,16045,55,113
"Shawano County, Wisconsin",65493,20416,55,115
