geo_id,county_name,named_wetlands,wetland_count
20103,Leavenworth County,[],7
20105,Lincoln County,[],8
20123,Mitchell County,[],8
20131,Nemaha County,[],2
20137,Norton County,[],1
20141,Osborne County,[],3
20143,Ottawa County,[],2
20149,Pottawatomie County,[],15
20157,Republic County,[],11
20161,Riley County,[],28
20171,Scott County,[],1
20181,Sherman County,[],50
20199,Wallace County,[],1
20201,Washington County,[],1
20203,Wichita County,[],4
20209,Wyandotte County,[],4
21007,Ballard County,[],9
21035,Calloway County,[],1
21039,Carlisle County,['Winford Pond'],7
21047,Christian County,[],2
21075,Fulton County,[],24
21083,Graves County,[],15
21095,Harlan County,[],1
21105,Hickman County,[],7
21145,McCracken County,[],5
21147,McCreary County,[],1
21157,Marshall County,[],1
21219,Todd County,[],4
21221,Trigg County,[],8
21227,Warren County,[],14
